price;area;bedrooms;bathrooms;mainroad;guestroom;basement;hotwaterheating;airconditioning;parking;furnishingstatus
Rp4.375.000;3900;3;1;yes;no;no;no;no;0;unfurnished
Rp4.340.000;4500;3;2;yes;no;no;yes;no;1;furnished
Rp4.340.000;1905;5;1;no;no;yes;no;no;0;semi-furnished
Rp4.340.000;4075;3;1;yes;yes;yes;no;no;2;semi-furnished
Rp4.340.000;3500;4;1;yes;no;no;no;no;2;furnished
Rp4.340.000;6450;4;1;yes;no;no;no;no;0;semi-furnished
Rp4.319.000;4032;2;1;yes;no;yes;no;no;0;furnished
Rp4.305.000;4400;2;1;yes;no;no;no;no;1;semi-furnished
Rp4.305.000;10360;2;1;yes;no;no;no;no;1;semi-furnished
Rp4.277.000;3400;3;1;yes;no;yes;no;no;2;semi-furnished
Rp4.270.000;6360;2;1;yes;no;no;no;no;0;furnished
Rp4.270.000;6360;2;1;yes;no;no;no;no;0;unfurnished
Rp4.270.000;4500;2;1;yes;no;no;no;yes;2;furnished
Rp4.270.000;2175;3;1;no;yes;yes;no;yes;0;unfurnished
Rp4.270.000;4360;4;1;yes;no;no;no;no;0;furnished
Rp4.270.000;7770;2;1;yes;no;no;no;no;1;furnished
Rp4.235.000;6650;3;1;yes;yes;no;no;no;0;semi-furnished
Rp4.235.000;2787;3;1;yes;no;yes;no;no;0;furnished
Rp4.200.000;5500;3;1;yes;no;no;no;yes;0;unfurnished
Rp4.200.000;5040;3;1;yes;no;yes;no;yes;0;unfurnished
Rp4.200.000;5850;2;1;yes;yes;yes;no;no;2;semi-furnished
Rp4.200.000;2610;4;3;no;no;no;no;no;0;semi-furnished
Rp4.200.000;2953;3;1;yes;no;yes;no;yes;0;unfurnished
Rp4.200.000;2747;4;2;no;no;no;no;no;0;semi-furnished
Rp4.200.000;4410;2;1;no;no;no;no;no;1;unfurnished
Rp4.200.000;4000;4;2;no;no;no;no;no;0;semi-furnished
Rp4.200.000;2325;3;1;no;no;no;no;no;0;semi-furnished
Rp4.200.000;4600;3;2;yes;no;no;no;yes;1;semi-furnished
Rp4.200.000;3640;3;2;yes;no;yes;no;no;0;unfurnished
Rp4.200.000;5800;3;1;yes;no;no;yes;no;2;semi-furnished
Rp4.200.000;7000;3;1;yes;no;no;no;no;3;furnished
Rp4.200.000;4079;3;1;yes;no;no;no;no;0;semi-furnished
Rp4.200.000;3520;3;1;yes;no;no;no;no;0;semi-furnished
Rp4.200.000;2145;3;1;yes;no;no;no;no;1;unfurnished
Rp4.200.000;4500;3;1;yes;no;yes;no;no;0;furnished
Rp4.193.000;8250;3;1;yes;no;yes;no;no;3;semi-furnished
Rp4.193.000;3450;3;1;yes;no;no;no;no;1;semi-furnished
Rp4.165.000;4840;3;1;yes;no;no;no;no;1;semi-furnished
Rp4.165.000;4080;3;1;yes;no;no;no;no;2;semi-furnished
Rp4.165.000;4046;3;1;yes;no;yes;no;no;1;semi-furnished
Rp4.130.000;4632;4;1;yes;no;no;no;yes;0;semi-furnished
Rp4.130.000;5985;3;1;yes;no;yes;no;no;0;semi-furnished
Rp4.123.000;6060;2;1;yes;no;yes;no;no;1;semi-furnished
Rp4.098.500;3600;3;1;yes;no;yes;no;yes;0;furnished
Rp4.095.000;3680;3;2;yes;no;no;no;no;0;semi-furnished
Rp4.095.000;4040;2;1;yes;no;no;no;no;1;semi-furnished
Rp4.095.000;5600;2;1;yes;no;no;no;yes;0;semi-furnished
Rp4.060.000;5900;4;2;no;no;yes;no;no;1;unfurnished
Rp4.060.000;4992;3;2;yes;no;no;no;no;2;unfurnished
Rp4.060.000;4340;3;1;yes;no;no;no;no;0;semi-furnished
Rp4.060.000;3000;4;1;yes;no;yes;no;yes;2;semi-furnished
Rp4.060.000;4320;3;1;yes;no;no;no;no;2;furnished
Rp4.025.000;3630;3;2;yes;no;no;yes;no;2;semi-furnished
Rp4.025.000;3460;3;2;yes;no;yes;no;yes;1;furnished
Rp4.025.000;5400;3;1;yes;no;no;no;no;3;semi-furnished
Rp4.007.500;4500;3;1;no;no;yes;no;yes;0;semi-furnished
Rp4.007.500;3460;4;1;yes;no;no;no;yes;0;semi-furnished
Rp3.990.000;4100;4;1;no;no;yes;no;no;0;unfurnished
Rp3.990.000;6480;3;1;no;no;no;no;yes;1;semi-furnished
Rp3.990.000;4500;3;2;no;no;yes;no;yes;0;semi-furnished
Rp3.990.000;3960;3;1;yes;no;no;no;no;0;furnished
Rp3.990.000;4050;2;1;yes;yes;yes;no;no;0;unfurnished
Rp3.920.000;7260;3;2;yes;yes;yes;no;no;3;furnished
Rp3.920.000;5500;4;1;yes;yes;yes;no;no;0;semi-furnished
Rp3.920.000;3000;3;1;yes;no;no;no;no;0;semi-furnished
Rp3.920.000;3290;2;1;yes;no;no;yes;no;1;furnished
Rp3.920.000;3816;2;1;yes;no;yes;no;yes;2;furnished
Rp3.920.000;8080;3;1;yes;no;no;no;yes;2;semi-furnished
Rp3.920.000;2145;4;2;yes;no;yes;no;no;0;unfurnished
Rp3.885.000;3780;2;1;yes;yes;yes;no;no;0;semi-furnished
Rp3.885.000;3180;4;2;yes;no;no;no;no;0;furnished
Rp3.850.000;5300;5;2;yes;no;no;no;no;0;semi-furnished
Rp3.850.000;3180;2;2;yes;no;yes;no;no;2;semi-furnished
Rp3.850.000;7152;3;1;yes;no;no;no;yes;0;furnished
Rp3.850.000;4080;2;1;yes;no;no;no;no;0;semi-furnished
Rp3.850.000;3850;2;1;yes;no;no;no;no;0;semi-furnished
Rp3.850.000;2015;3;1;yes;no;yes;no;no;0;semi-furnished
Rp3.850.000;2176;2;1;yes;yes;no;no;no;0;semi-furnished
Rp3.836.000;3350;3;1;yes;no;no;no;no;0;unfurnished
Rp3.815.000;3150;2;2;no;no;yes;no;no;0;semi-furnished
Rp3.780.000;4820;3;1;yes;no;no;no;no;0;semi-furnished
Rp3.780.000;3420;2;1;yes;no;no;yes;no;1;semi-furnished
Rp3.780.000;3600;2;1;yes;no;no;no;no;0;semi-furnished
Rp3.780.000;5830;2;1;yes;no;no;no;no;2;unfurnished
Rp3.780.000;2856;3;1;yes;no;no;no;no;0;furnished
Rp3.780.000;8400;2;1;yes;no;no;no;no;1;furnished
Rp3.773.000;8250;3;1;yes;no;no;no;no;2;furnished
Rp3.773.000;2520;5;2;no;no;yes;no;yes;1;furnished
Rp3.773.000;6930;4;1;no;no;no;no;no;1;furnished
Rp3.745.000;3480;2;1;yes;no;no;no;no;0;semi-furnished
Rp3.710.000;3600;3;1;yes;no;no;no;no;1;unfurnished
Rp3.710.000;4040;2;1;yes;no;no;no;no;0;semi-furnished
Rp3.710.000;6020;3;1;yes;no;no;no;no;0;semi-furnished
Rp3.710.000;4050;2;1;yes;no;no;no;no;0;furnished
Rp3.710.000;3584;2;1;yes;no;no;yes;no;0;semi-furnished
Rp3.703.000;3120;3;1;no;no;yes;yes;no;0;semi-furnished
Rp3.703.000;5450;2;1;yes;no;no;no;no;0;furnished
Rp3.675.000;3630;2;1;yes;no;yes;no;no;0;furnished
Rp3.675.000;3630;2;1;yes;no;no;no;yes;0;unfurnished
Rp3.675.000;5640;2;1;no;no;no;no;no;0;semi-furnished
Rp3.675.000;3600;2;1;yes;no;no;no;no;0;furnished
Rp3.640.000;4280;2;1;yes;no;no;no;yes;2;semi-furnished
Rp3.640.000;3570;3;1;yes;no;yes;no;no;0;semi-furnished
Rp3.640.000;3180;3;1;no;no;yes;no;no;0;semi-furnished
Rp3.640.000;3000;2;1;yes;no;no;no;yes;0;furnished
Rp3.640.000;3520;2;2;yes;no;yes;no;no;0;semi-furnished
Rp3.640.000;5960;3;1;yes;yes;yes;no;no;0;unfurnished
Rp3.640.000;4130;3;2;yes;no;no;no;no;2;semi-furnished
Rp3.640.000;2850;3;2;no;no;yes;no;no;0;unfurnished
Rp3.640.000;2275;3;1;yes;no;no;yes;yes;0;semi-furnished
Rp3.633.000;3520;3;1;yes;no;no;no;no;2;unfurnished
Rp3.605.000;4500;2;1;yes;no;no;no;no;0;semi-furnished
Rp3.605.000;4000;2;1;yes;no;no;no;no;0;semi-furnished
Rp3.570.000;3150;3;1;yes;no;yes;no;no;0;furnished
Rp3.570.000;4500;4;2;yes;no;yes;no;no;2;furnished
Rp3.570.000;4500;2;1;no;no;no;no;no;0;furnished
Rp3.570.000;3640;2;1;yes;no;no;no;no;0;unfurnished
Rp3.535.000;3850;3;1;yes;no;no;no;no;2;unfurnished
Rp3.500.000;4240;3;1;yes;no;no;no;yes;0;semi-furnished
Rp3.500.000;3650;3;1;yes;no;no;no;no;0;unfurnished
Rp3.500.000;4600;4;1;yes;no;no;no;no;0;semi-furnished
Rp3.500.000;2135;3;2;no;no;no;no;no;0;unfurnished
Rp3.500.000;3036;3;1;yes;no;yes;no;no;0;semi-furnished
Rp3.500.000;3990;3;1;yes;no;no;no;no;0;semi-furnished
Rp3.500.000;7424;3;1;no;no;no;no;no;0;unfurnished
Rp3.500.000;3480;3;1;no;no;no;no;yes;0;unfurnished
Rp3.500.000;3600;6;1;yes;no;no;no;no;1;unfurnished
Rp3.500.000;3640;2;1;yes;no;no;no;no;1;semi-furnished
Rp3.500.000;5900;2;1;yes;no;no;no;no;1;furnished
Rp3.500.000;3120;3;1;yes;no;no;no;no;1;unfurnished
Rp3.500.000;7350;2;1;yes;no;no;no;no;1;semi-furnished
Rp3.500.000;3512;2;1;yes;no;no;no;no;1;unfurnished
Rp3.500.000;9500;3;1;yes;no;no;no;no;3;unfurnished
Rp3.500.000;5880;2;1;yes;no;no;no;no;0;unfurnished
Rp3.500.000;12944;3;1;yes;no;no;no;no;0;unfurnished
Rp3.493.000;4900;3;1;no;no;no;no;no;0;unfurnished
Rp3.465.000;3060;3;1;yes;no;no;no;no;0;unfurnished
Rp3.465.000;5320;2;1;yes;no;no;no;no;1;unfurnished
Rp3.465.000;2145;3;1;yes;no;no;no;no;0;furnished
Rp3.430.000;4000;2;1;yes;no;no;no;no;0;unfurnished
Rp3.430.000;3185;2;1;yes;no;no;no;no;2;unfurnished
Rp3.430.000;3850;3;1;yes;no;no;no;no;0;unfurnished
Rp3.430.000;2145;3;1;yes;no;no;no;no;0;furnished
Rp3.430.000;2610;3;1;yes;no;yes;no;no;0;unfurnished
Rp3.430.000;1950;3;2;yes;no;yes;no;no;0;unfurnished
Rp3.423.000;4040;2;1;yes;no;no;no;no;0;unfurnished
Rp3.395.000;4785;3;1;yes;yes;yes;no;yes;1;furnished
Rp3.395.000;3450;3;1;yes;no;yes;no;no;2;unfurnished
Rp3.395.000;3640;2;1;yes;no;no;no;no;0;furnished
Rp3.360.000;3500;4;1;yes;no;no;no;yes;2;unfurnished
Rp3.360.000;4960;4;1;no;no;no;no;no;0;semi-furnished
Rp3.360.000;4120;2;1;yes;no;no;no;no;0;unfurnished
Rp3.360.000;4750;2;1;yes;no;no;no;no;0;unfurnished
Rp3.360.000;3720;2;1;no;no;no;no;yes;0;unfurnished
Rp3.360.000;3750;3;1;yes;no;no;no;no;0;unfurnished
Rp3.360.000;3100;3;1;no;no;yes;no;no;0;semi-furnished
Rp3.360.000;3185;2;1;yes;no;yes;no;no;2;furnished
Rp3.353.000;2700;3;1;no;no;no;no;no;0;furnished
Rp3.332.000;2145;3;1;yes;no;yes;no;no;0;furnished
Rp3.325.000;4040;2;1;yes;no;no;no;no;1;unfurnished
Rp3.325.000;4775;4;1;yes;no;no;no;no;0;unfurnished
Rp3.290.000;2500;2;1;no;no;no;no;yes;0;unfurnished
Rp3.290.000;3180;4;1;yes;no;yes;no;yes;0;unfurnished
Rp3.290.000;6060;3;1;yes;yes;yes;no;no;0;furnished
Rp3.290.000;3480;4;1;no;no;no;no;no;1;semi-furnished
Rp3.290.000;3792;4;1;yes;no;no;no;no;0;semi-furnished
Rp3.290.000;4040;2;1;yes;no;no;no;no;0;unfurnished
Rp3.290.000;2145;3;1;yes;no;yes;no;no;0;furnished
Rp3.290.000;5880;3;1;yes;no;no;no;no;1;unfurnished
Rp3.255.000;4500;2;1;no;no;no;no;no;0;semi-furnished
Rp3.255.000;3930;2;1;no;no;no;no;no;0;unfurnished
Rp3.234.000;3640;4;1;yes;no;yes;no;no;0;unfurnished
Rp3.220.000;4370;3;1;yes;no;no;no;no;0;unfurnished
Rp3.220.000;2684;2;1;yes;no;no;no;yes;1;unfurnished
Rp3.220.000;4320;3;1;no;no;no;no;no;1;unfurnished
Rp3.220.000;3120;3;1;no;no;no;no;no;0;furnished
Rp3.150.000;3450;1;1;yes;no;no;no;no;0;furnished
Rp3.150.000;3986;2;2;no;yes;yes;no;no;1;unfurnished
Rp3.150.000;3500;2;1;no;no;yes;no;no;0;semi-furnished
Rp3.150.000;4095;2;1;yes;no;no;no;no;2;semi-furnished
Rp3.150.000;1650;3;1;no;no;yes;no;no;0;unfurnished
Rp3.150.000;3450;3;1;yes;no;yes;no;no;0;semi-furnished
Rp3.150.000;6750;2;1;yes;no;no;no;no;0;semi-furnished
Rp3.150.000;9000;3;1;yes;no;no;no;no;2;semi-furnished
Rp3.150.000;3069;2;1;yes;no;no;no;no;1;unfurnished
Rp3.143.000;4500;3;1;yes;no;no;no;yes;0;unfurnished
Rp3.129.000;5495;3;1;yes;no;yes;no;no;0;unfurnished
Rp3.118.850;2398;3;1;yes;no;no;no;no;0;semi-furnished
Rp3.115.000;3000;3;1;no;no;no;no;yes;0;unfurnished
Rp3.115.000;3850;3;1;yes;no;no;no;no;0;unfurnished
Rp3.115.000;3500;2;1;yes;no;no;no;no;0;unfurnished
Rp3.087.000;8100;2;1;yes;no;no;no;no;1;unfurnished
Rp3.080.000;4960;2;1;yes;no;yes;no;yes;0;unfurnished
Rp3.080.000;2160;3;1;no;no;yes;no;no;0;semi-furnished
Rp3.080.000;3090;2;1;yes;yes;yes;no;no;0;unfurnished
Rp3.080.000;4500;2;1;yes;no;no;yes;no;1;semi-furnished
Rp3.045.000;3800;2;1;yes;no;no;no;no;0;unfurnished
Rp3.010.000;3090;3;1;no;no;no;no;no;0;semi-furnished
Rp3.010.000;3240;3;1;yes;no;no;no;no;2;semi-furnished
Rp3.010.000;2835;2;1;yes;no;no;no;no;0;semi-furnished
Rp3.010.000;4600;2;1;yes;no;no;no;no;0;furnished
Rp3.010.000;5076;3;1;no;no;no;no;no;0;unfurnished
Rp3.010.000;3750;3;1;yes;no;no;no;no;0;unfurnished
Rp3.010.000;3630;4;1;yes;no;no;no;no;3;semi-furnished
Rp3.003.000;8050;2;1;yes;no;no;no;no;0;unfurnished
Rp2.975.000;4352;4;1;no;no;no;no;no;1;unfurnished
Rp2.961.000;3000;2;1;yes;no;no;no;no;0;semi-furnished
Rp2.940.000;5850;3;1;yes;no;yes;no;no;1;unfurnished
Rp2.940.000;4960;2;1;yes;no;no;no;no;0;unfurnished
Rp2.940.000;3600;3;1;no;no;no;no;no;1;unfurnished
Rp2.940.000;3660;4;1;no;no;no;no;no;0;unfurnished
Rp2.940.000;3480;3;1;no;no;no;no;no;1;semi-furnished
Rp2.940.000;2700;2;1;no;no;no;no;no;0;furnished
Rp2.940.000;3150;3;1;no;no;no;no;no;0;unfurnished
Rp2.940.000;6615;3;1;yes;no;no;no;no;0;semi-furnished
Rp2.870.000;3040;2;1;no;no;no;no;no;0;unfurnished
Rp2.870.000;3630;2;1;yes;no;no;no;no;0;unfurnished
Rp2.870.000;6000;2;1;yes;no;no;no;no;0;semi-furnished
Rp2.870.000;5400;4;1;yes;no;no;no;no;0;unfurnished
Rp2.852.500;5200;4;1;yes;no;no;no;no;0;unfurnished
Rp2.835.000;3300;3;1;no;no;no;no;no;1;semi-furnished
Rp2.835.000;4350;3;1;no;no;no;yes;no;1;unfurnished
Rp2.835.000;2640;2;1;no;no;no;no;no;1;furnished
Rp2.800.000;2650;3;1;yes;no;yes;no;no;1;unfurnished
Rp2.800.000;3960;3;1;yes;no;no;no;no;0;furnished
Rp2.730.000;6800;2;1;yes;no;no;no;no;0;unfurnished
Rp2.730.000;4000;3;1;yes;no;no;no;no;1;unfurnished
Rp2.695.000;4000;2;1;yes;no;no;no;no;0;unfurnished
Rp2.660.000;3934;2;1;yes;no;no;no;no;0;unfurnished
Rp2.660.000;2000;2;1;yes;no;no;no;no;0;semi-furnished
Rp2.660.000;3630;3;3;no;yes;no;no;no;0;unfurnished
Rp2.660.000;2800;3;1;yes;no;no;no;no;0;unfurnished
Rp2.660.000;2430;3;1;no;no;no;no;no;0;unfurnished
Rp2.660.000;3480;2;1;yes;no;no;no;no;1;semi-furnished
Rp2.660.000;4000;3;1;yes;no;no;no;no;0;semi-furnished
Rp2.653.000;3185;2;1;yes;no;no;no;yes;0;unfurnished
Rp2.653.000;4000;3;1;yes;no;no;no;yes;0;unfurnished
Rp2.604.000;2910;2;1;no;no;no;no;no;0;unfurnished
Rp2.590.000;3600;2;1;yes;no;no;no;no;0;unfurnished
Rp2.590.000;4400;2;1;yes;no;no;no;no;0;unfurnished
Rp2.590.000;3600;2;2;yes;no;yes;no;no;1;furnished
Rp2.520.000;2880;3;1;no;no;no;no;no;0;unfurnished
Rp2.520.000;3180;3;1;no;no;no;no;no;0;unfurnished
Rp2.520.000;3000;2;1;yes;no;no;no;no;0;furnished
Rp2.485.000;4400;3;1;yes;no;no;no;no;0;unfurnished
Rp2.485.000;3000;3;1;no;no;no;no;no;0;semi-furnished
Rp2.450.000;3210;3;1;yes;no;yes;no;no;0;unfurnished
Rp2.450.000;3240;2;1;no;yes;no;no;no;1;unfurnished
Rp2.450.000;3000;2;1;yes;no;no;no;no;1;unfurnished
Rp2.450.000;3500;2;1;yes;yes;no;no;no;0;unfurnished
Rp2.450.000;4840;2;1;yes;no;no;no;no;0;unfurnished
Rp2.450.000;7700;2;1;yes;no;no;no;no;0;unfurnished
Rp2.408.000;3635;2;1;no;no;no;no;no;0;unfurnished
Rp2.380.000;2475;3;1;yes;no;no;no;no;0;furnished
Rp2.380.000;2787;4;2;yes;no;no;no;no;0;furnished
Rp2.380.000;3264;2;1;yes;no;no;no;no;0;unfurnished
Rp2.345.000;3640;2;1;yes;no;no;no;no;0;unfurnished
Rp2.310.000;3180;2;1;yes;no;no;no;no;0;unfurnished
Rp2.275.000;1836;2;1;no;no;yes;no;no;0;semi-furnished
Rp2.275.000;3970;1;1;no;no;no;no;no;0;unfurnished
Rp2.275.000;3970;3;1;yes;no;yes;no;no;0;unfurnished
Rp2.240.000;1950;3;1;no;no;no;yes;no;0;unfurnished
Rp2.233.000;5300;3;1;no;no;no;no;yes;0;unfurnished
Rp2.135.000;3000;2;1;no;no;no;no;no;0;unfurnished
Rp2.100.000;2400;3;1;yes;no;no;no;no;0;unfurnished
Rp2.100.000;3000;4;1;yes;no;no;no;no;0;unfurnished
Rp2.100.000;3360;2;1;yes;no;no;no;no;1;unfurnished
Rp1.960.000;3420;5;1;no;no;no;no;no;0;unfurnished
Rp1.890.000;1700;3;1;yes;no;no;no;no;0;unfurnished
Rp1.890.000;3649;2;1;yes;no;no;no;no;0;unfurnished
Rp1.855.000;2990;2;1;no;no;no;no;no;1;unfurnished
Rp1.820.000;3000;2;1;yes;no;yes;no;no;2;unfurnished
Rp1.767.150;2400;3;1;no;no;no;no;no;0;semi-furnished
Rp1.750.000;3620;2;1;yes;no;no;no;no;0;unfurnished
Rp1.750.000;2910;3;1;no;no;no;no;no;0;furnished
Rp1.750.000;3850;3;1;yes;no;no;no;no;0;unfurnished
;;;;;;;;;;
Rp3.233.792;;;;;;;;;;
Rp7.480.563;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
Rp3.242.991;;;;;;;;;;
